,custom_id,annotation,unprocessed,processed,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
1308,1.3088630200813117e+18,1.0,@Capkrim50 @NDikkeboom De #overheid faalt schandalig in deze #pandemie. (Zie mijn timeline en o.a. @ContainmentNu )Maar #WillemEngel en zijn #Viruswaarheid/#Viruswaanzin wappies spelen dit crimineel achterlijke #coronabeleid van t #kabinetRutte/#RIVM juist in de kaart...https://t.co/uwgd7DyJsD,exact snap coronaregels vervelend frustrerend mensen laten godsnaam achterlijk,0,7,4,1,2,1,0,2,0,0
1309,1.3088435991493059e+18,1.0,@muisje_eliza @Twitter Jah zeg luie doos ga mij eens ff snel terugvolgen dan...Corona komt ook door al die ‘anderen’...🖕🏻,allemaal stapje terug nemen blanke man longaandoening politie werkt blm stopcoronavirus politie,4,3,3,1,0,1,2,2,1,3
1310,1.3088582265664676e+18,0.0,@ADshownieuws Die teef gewoon niet meer helpen als ze corona krijgt maar lekker langzaam letterlijk en figuurlijk laten stikken,a praktijktesten richtingsverkeer zoals bewust allochtone moslim verhuurders controleren blanken weigeren blijf zeggen verhuurder beslist zoiets geld erin steekt baas beslist,5,2,1,1,1,1,1,2,1,3
1311,1.3088528493889823e+18,0.0,Ik wil #jinek toch wel credits geven. Mensen (influencers) hebben terecht vragen over de aanpak rond het Coronavirus en de buiten proportionele maatregelen. En dan nodig je net die ene domme doos uit die ‘#ikdoenietmeermee’ letterlijk neemt. #femkelouise #FRIEDEPIEPEL,a laat degene praktijktesten grootste racisten allochtone vlamingenhzters zoals madam almachi noem zelfhaters blanke erg vinden blank,0,5,2,0,0,1,0,1,0,1
1312,1.3088437885096305e+18,1.0,@SamvanRooy1 Ik noem het totale onkunde zoals zij het coronaprobleem hebben aangepakt. Alles wat ze verkeerd konden doen deden ze ook verkeerd. In die mate zelfs dat men zich kan afvragen of ze mee in een wereldwijd complot zitten om iedereen slaaf en arm te maken met alibi volksgezondheid.,hahahahahahet doorgesnoven tokkies verboden demonstratie kwamen coronaregels laars lapten orders politie negeerden provoceerde volkomen terecht gehandeld ordetroepen,1,4,1,1,1,2,0,2,0,0
1313,1.3087833470286275e+18,2.0,@chinaski_the @WakkerGeluid Als Rutte en consorten toen de carnaval niet hadden laten doorgaan en de ski vakanties in Italië.  Want het virus kwam niet tot hier volgens hun.Niet de mensen de schuld geven van de eerste golf. Het RIVM en WHO hebben toen gefaald.Erg makkelijk alles op het volk af te schuiven,be duidelijk ofwel blanken slaven eigen land ofwel stellen paal perk eisen inwijkelingen covid,2,3,0,1,0,1,0,0,1,0
1314,1.3087842023730954e+18,2.0,@JOMierau @lorelei3112 Wir schaffen das  ipv de anderen de schuld geven sneller reageren op nieuwe clusters testen testen testen en dan ook nog eens buurman willen helpen (maar die is te eigenwijs om de hulp aan te nemen.),ondermijnen hiermee onbewust eigen onafhankelijke autoriteit nb blmdemonstratie vs coronademonstratiehet blmcorona satanische elite kinderen steelt verkracht vermoordt,0,0,0,0,0,0,0,0,0,1
1315,1.308789590220845e+18,0.0,@mind_spin @Elisa59 @dehaagse Het gefrustreerde vete mokkel Zou iedereen een dienst bewijzen door zich op te offeren voor medisch onderzoek zeker in deze Corona tijd,eigenlijk argumenten pro praktijktesten krijgt afkomst kans pand huren nare ervaringen toevallig allochtoon veronderstellen allochtonen nare ervaringen zorgen past id definitie racisme ih artikel,0,1,0,0,1,1,0,0,1,0
1316,1.308751453989884e+18,0.0,@kinderpost Wat is dit voor achterlijk iets met deze besmettingen die snotneuzen van deur tot deur laten gaan  hier zit men echt niet op te wachten dit coronavirus aan je deur afgeleverd te krijgen  denk is na idioten !,vreemd omroep sander schimmelpenninck inhuurt presentator ijdele praatjesmaker wnlachterban minachtend tokkies beschouwt schrijft gerry list nou schreef vandaag artikel vk coronarestricties,0,2,1,0,2,0,0,1,1,0
1317,1.3088014521739223e+18,1.0,@Mercedes_Bouter En zo aanschouwen wij het Ich hab es nicht gewusst. van Van Dissel het @rivm @MINPres.Wij noemden het al ik denk al in maart ....KLOOTZAKKEN !!!,harde cijfers voorlopig corona gat begroting miljard euro economie krimpt minstens mensen verliezen jobom zon put kruipen eerste instantie visie nodig huidige politieke elite vinden,5,1,0,2,0,0,4,0,0,2
1318,1.308802110432174e+18,1.0,@heufrocks71 @Orangeevert @dekkers_alex @mirjamjanssen Die achterlijke klimaatreligie wordt geregeld onderuit gehaald door mensen die ervoor geleerd hebben. Dat is perfect. Maar iemand die hoe zeg je dat netjes.... euhh niet erg slim is moet niet lullen over COVID-19. Dat snapt ze niet. Dus zet ze zichzelf volledig te kakken.,ga allemaal laten testen allochtoon versus autochtoon leeftijd geslacht sexuele geaardheid politieke voorkeur besef meeste ondernemers correct,3,1,0,2,0,0,2,0,1,2
1319,1.3088079181715866e+18,0.0,@zeg_maar_Niks @jokebronkhorst Blijf maar lekker achterlijk doen Edje. Hopelijk krijgen mafklappers zoals jij een stevige covid-19. Even kijken of je dan nog zo achterlijk lult. Mafklapper!,bert ernie liefhebbende flikker gaat tegenin,4,0,0,1,0,0,3,0,2,2
1320,1.3088060424789402e+18,2.0,@hugodejonge Er is iets geks aan de hand. Het lijkt erop dat mensen de regering ook de schuld geven van Corona. Dat gevoel krijg ik althans.  Maar laten we hand in eigen boezem steken mbt consumeer gedrag. Want over de oorzaak hoor ik niks. Wel boosheid naar de ander wat ik zie.,gezellig corona overlevende blanke bejaarden gemolesteerd patatje oorlog,1,4,1,2,1,3,0,0,1,1
1321,1.3085421888638444e+18,1.0,@PolitiekRealist @Kaasschaaf351 @WimKoning @telegraaf @famke_louise Corona is een hoax!hypocrieten als jullie hebben je ook nooit een flikker aangetrokken van de vele griepdoden die er jaarlijks zijn. Of gaan jullie vanaf nu ook tijdens een griepgolf strenge maatregelen accepteren?!https://t.co/J3W9OMJ5cI,begrijp vandaag schuldig voelen verleden zwarten aangedaanbuiten coronamaatregelen opvolgen diep schamen verledenmoeten zwarten geld geven,1,4,3,0,1,0,0,1,0,0
1322,1.3085480590397727e+18,0.0,He hoer rutte geen enkel kip kijkt naar die lelijke kop van je. Jij deugd helemaal niet met deze corona voor jouw is economie en rijke mensen belangrijker dan gezondheid van arme mensen,achterlijk dom kutvolk denhaag malieveldjuni liefde covid demonstratierecht,0,2,0,1,1,1,0,0,0,1
1323,1.3087064852670505e+18,1.0,Met dank aan het OMT die de Nederlandse bevolking als te achterlijk om duidelijke gebruiksinstructies te begrijpen kwalificeert en daardoor de weerzin tegen het gebruik ervan heeft vergroot.#covid19nl,bang via msm gemeld e golf véél covid slachtoffers eist duitsland komt merkel trending dochter ahdalijk wir haben es nicht gewusst hè,2,2,1,1,0,1,0,2,2,3
1324,1.308703997474345e+18,1.0,@KimHeijdenrijk Ai. Hopelijk iets tijdelijks zou me geheel niet verbazen dat vreemde tijden + coronastress beslag leggen op hersencapaciteit. Zou het niet achterlijk noemen sterkte!,deblock beste maggie durf zeggen masker plicht winkels werk winkel verdomme genoeg doden geweten word wakker onmens covidbe wilmes covid belgie,0,2,3,0,0,2,0,0,0,1
1325,1.30872822855569e+18,0.0,@Descartes_R3 Al weer een achterlijke nitwit die Corona een griepjenoemt.Wat is er toch mis gegaan met het onderwijs in dit land.,nou julie denk idioot stuk stront bentzó verschrikkelijk achterlijk zielig zoals zie zelden denhaag malieveldjuni liefde covid demonstratierecht,0,4,2,0,1,1,0,2,0,0
1326,1.3087811938617713e+18,1.0,@GHoogers @Spa_Henri @kommacoaching @Matthijs85 @BNR @rivm Ik begrijp het heel goed jouw *referentiekader is dat jouw zienswijze zonder twijfel de juiste is en andersdenkenden tot de tokkie familie behoren die je bestookt met woorden zoals *paradigma in de verwachting dat ze het toch niet begrijpen teneinde je superioriteit te tonen.,aviah bs moslims maken goed george floydik zie nooit niemand straat komen blanke katholiek aangevallen gedood politie andershoeveel blanken gaan plunderen tijden protesten,1,1,0,1,1,0,1,0,1,0
1327,1.3087822623019295e+18,1.0,@KLM @Schiphol Ik geloof er namelijk niks dat mensen met jullie achterlijke coronaregels (binnen 72uur PRC testen voor vertrek want anders kom je niet aanboort). PRC tests zijn wetenschappelijk onbetrouwbaar verklaard. Je kan zelfs positief testen als je het virus maanden geleden hebt gehad.,jezus kun park efteling schuld geven mensen afstand houden eigen verantwoordelijkheid bang corona afstand houden gaat meeste gevallen goed m buitenlucht sowieso nodig goed,2,0,0,2,0,0,0,0,0,2
1328,1.308772465460605e+18,0.0,@Leonvangalen99 @timdouwsma Malloot dat je bent timmetje. Ja tje aandachstgeile achterlijke zgn BN-er. Je geeft aan niet meer mee te doen met corona. Prima  wanneer jij of je familie ouders Corona krijgen  achteraan aansluiten mocht je op de IC moeten  of nog beter : krepeer lekker weg sukkel !,hoeren persconferentie,2,13,1,2,2,5,1,8,1,1
1329,1.3087730909655736e+18,0.0,Dus eerst roept meneer mentaal beperkte influencers op tot opruiing en negeren van #coronaregels en vervolgens spoort hij burgers aan om hardwerkende zorgverleners met de dood te bedreigen. Ik ga er vanuit dat de inlichtingendiensten bovenop deze gevaarlijke debiel zitten..,apil heel onzeker corona hele ziekenhuizen knvb contact zoeken schuld geven denhaag ging voetbal clubs ruzie maken regie,1,1,0,0,0,0,0,0,0,0
1330,1.3085292109029335e+18,0.0,Ik hoop dat jullie allemaal het corona krijgen in de ergste vormen geen medische hulp krijgen die trut die bij ynek was begrijpt er niet vsn way kan die dom lullen#ikdoenietmeermee,premier rutteals hoeren gaat ongestoord opkruipen druktoeter plan gaan blazen fluister zacht hiep hiep hoera oor persconferentie,4,0,0,1,0,0,2,0,0,4
1331,1.3085342322355077e+18,0.0,Wat een domme muts die #FamkeLouise#aboutaleb en #diederikgommers sparen haar nog. Dat toont hún klasse en niveau. Zij staan ver boven dit onverantwoordelijke stuk onverstand #covid #corona #jinek,hoeren werk achtneming anderhalvemeter zon man a foot long dick dames cm kom cm kort,0,1,0,0,0,0,0,0,0,2
1332,1.308538367575982e+18,1.0,@blvckjisoo Omdat ze weet dat bijna de helft van Nederland debiel is.En als ze zou zeggen: “Corona is echt een opgeblazen bullshitverhaal” dat de moraalridders naar de fakkels grijpen. Dus probeert ze het netjes te zeggen ook voor jou.,mode industrie pot nat made italy spul onderbetaalde zwarten gemaakt vingers verliezen italië niemand doet,0,0,0,0,0,0,0,0,0,1
1333,1.3085409773097738e+18,2.0,Mocht er werkelijk een tweede #lockdown komen vanwege #corona dan voorspel ik veel maatschappelijke onrust en ongeregeldheden. Ik verwacht dat véél meer mensen dan in het voorjaar dit nu niet meer zullen accepteren en in verzet komen. Maar: don’t blame the messenger. 😉,vragen toe komen nooit inteelt carouselpersconferentie,1,1,0,0,0,0,0,0,0,0
1334,1.308764761715282e+18,0.0,@LavieJanRoos Wat een mokkel en dat krijgt een aandacht. Ze heeft respect voor corona? Dat heb ik nou weer niet. 🙄🤔,trok juiste vragen inteelt carousel elkaar dekkende ondersteunende entiteiten gesteld msm rijden rivm regering wielen zeiden,2,1,0,0,0,1,1,1,0,1
1335,1.3087655196386796e+18,0.0,@ramonopoly Omdat die trut eerst geld kreeg ons geld om mensen voor corona te waarschuwen!,voetbal juichen afloop wedstrijd straat verderop hoer beffen snapt m corona persconferentie,2,1,0,1,0,1,1,1,1,2
1336,1.3087545536853197e+18,1.0,Waardeloos verhaal. Kan de Nederlander niets mee. Nalullen van RIVM en liegende media. Niets nieuws dan slaaf blijven.,italië cultuur geschiedenis tv kijk graag politiek wilde weet npo nos afspraak omroepen neutraal merk géén flikker politiek tv radio plan afspraken schredder gegooid orwell dag vrijdag,1,1,0,0,1,0,0,0,0,0
1337,1.3087635545190932e+18,1.0,@mindofmies En ondanks het feit dat hij op een misdadige wijze om alles heen draait en staat te liegen dat hij barst schijnt het grootste deel van deze kennelijk waanzinnig achterlijke bevolking het nog steeds goed hoe hij de coronacrisis en andere zaken afhandelt. Hoe dom kan men zijn.,zeg achterlijke rivm meter nodelooskappen ermee,5,3,0,1,1,0,1,2,1,1
1338,1.3087643621868544e+18,0.0,#ikdoenietmeermee Wat een uitschot zijn dit soort mensen. Je moet ze direct een heropvoedingskamp sturen. Dit soort achterlijke mensen denken alleen maar aan zichzelf. Ik hoop dat hun dierbaren zo snel mogelijk sterven aan de Corona ben benieuwt of ze nog zulke onzin verkopen.😡,hoor meerdere mensen zeggen corona crisis shitzooi parra versoepelingen mensen achterlijk,2,1,1,1,1,1,1,1,0,0
1339,1.308619313323049e+18,1.0,@MinPres Jij met je achterlijk beleid is veel schadelijker dan het coronavirus ooit geweest is. 1 ding weet ik zeker. Ik zal keihard lachen wanneer karma terugslaat.,coronacrisis scheidslijn kansarme kansrijke kinderen duidelijker zichtbaar gemaakt helaas raken economische gevolgen coronacrisis gezinnen onderkant arbeidsmarkt hardst,0,3,2,1,1,2,0,2,0,0
1340,1.3086126659551887e+18,0.0,@RTLnieuws Niet tegen corona regelsnee maar wel aan alle kanten proberen ze op te doeken dus dan ben je het er niet mee eens he @timdouwsma Nee we strijken eerst een paar duizend euro op en nu duurt het wat langer en nu zijn we er klaar mee!IEDEREEN wil weer zijn ding doen doos !!,voorstellen weldenkend mens coronaapp gaat downloaden app verplicht flikker mn telefoon belastingdienst toeslagenaffaire zorgpersoneel,0,0,0,0,0,0,0,0,0,0
1341,1.308616997857497e+18,0.0,Ik kom net uit mijn corona-vrije-trip-naar-Shanghai-bubbel en kijk weer eens het @NOS #journaal. WOEHAHAHA! LOL 2.0! Wat krijgt het achterlijke NL eigenlijk wel onder controle? Waarom zit flut-Rutte nog op zn positie? Waar zijn de #mondkapjes? Wie leidt het land eigenlijk? #dtv,werken talloze vlakken samen paneuropees wijze spreken regels toegestane lengte pollepel toe just so dumb stupid achterlijk rki app paneuropees werken incl qr codes tan codes testen,0,2,1,0,1,1,0,2,0,0
1342,1.308660203299246e+18,0.0,@Kimmie652 @telegraaf die domme muts heeft gelijk met de corona regels!!hou jij de gekke pedos maar een hand boven het hoofd !!,ging nicht wegen corona,1,3,3,1,0,3,1,1,1,2
1343,1.308657527274582e+18,2.0,@RTLnieuws Mensen moeten niet zo zeuren hij doet zijn best maar kan hij er wat aan doen dat er heel veel mensen die geen klachten hebben zich wel laten testen? Je moet het volk op de schuld geven die zorgen ervoor dat de GGD het zo druk heeft.,gooi dicht johfuckitcorona app zender kont contant geldgeen hoeren drugswerken snel ouderhuis word links recht gegooit paar klappe erbijde pijp uiten doorthuis meter rtl bouleverward kijken,0,2,0,0,0,1,0,1,0,0
1344,1.3086519775141437e+18,2.0,@geertwilderspvv @KHN Wat dan meneer meneer @geertwilderspvv ?Hoe zou u het oplossen als u het echt voor het zeggen had. Grenzen dicht geen immigratie islam het land uit en kopvoddentaks dragen ook niet bij tot het stoppen van de verspreiding van het virus.#coronamaatregelen #ikdoenietmeermee,achterlijke gezeik pontjes corona krijgt corona open boot forens juno bruggen,0,2,1,0,0,0,0,0,0,0
1345,1.3086540677370716e+18,0.0,@Nuchterheid @rblommestijn Wat is er te makkelijk. Moet ik blij zijn dat een bijkans achterlijke rapper wat ze overigens ook niet kan de woordvoerder is van mensen die de coronamaatregeken moe zijn? Dat kind is een aanfluiting. Dat mensen haar verdedigen is triest.,denk dadelijk uur gaan werken achterlijke dingen betalenklimaatmigratiecoronazuideuropese landen herstel betalingen etc gekker wordenik zeg nexit,0,0,0,0,0,0,0,0,0,0
1346,1.3086565218327347e+18,0.0,@RudolfH13535316 @opsporing_tv @MinPres @ferdgrapperhaus Die asielzoekers die stelen roven verkrachten en eisen doen idd ons kabinet na.Corona houdt op als niemand de politiek meer gelooft en volgt.Dus Mark hou je bek. Jij maakt iedereen ziek. Je bent zelf het virus.,juli spannende tijd gaan vreemgangers hoeren vrouwvriendin hysterisch anderhalvemeter aanhouden denken vreemdgaan man doet natuurlijk andersom,1,1,1,1,0,0,1,0,1,1
1347,1.308888825373094e+18,2.0,Oud-marinier: Je moet jezelf gaan afvragen als je dit beleid gesteund hebt dít verdedigd hebt en de dag daarna geldt het voor JOUZELF dan komt spijt ben je te laat Dan kun je niet zeggen: Das haben wir nicht gewusst https://t.co/nOMPfPG3S1 #politie #spoedwet #covid19nl,zaak wereldkampioen coronadoden spot vs orange man bad hé trumpderangementsyndrome schofterige staatszender hysterische haatbaard soenens kennen absoluut schaamte,0,1,0,0,0,0,0,1,0,0
1348,1.3088814465563116e+18,2.0,@Jinek_RTL @SKockelmann @P_Bruijning @jesseklaver ;Wanneer gaan jullie mensen vertellen wanneer ze een loopneus hebben ze niet moeten gaan testen want dan hebben ze geen Covid-19Niet het volk de schuld geven !Jullie maken er een zooitje van 😔 https://t.co/Re68GvU10z,ga nuttigs mongool valse info verstrekken goed krijg lekker corona o bestaat media gecreeerd haha,2,1,1,0,1,1,0,0,0,0
1349,1.3088751607961723e+18,2.0,@NDikkeboom Wat schuift het van jou als ik hem voor je omleg ? #JeSuisVolkert Dan vraagt ik eerst de Engel een tegenbod voor jou . Zaken zijn zaken .@Politie let op dit is sarcasme gericht aan een obsessieve #coronamaatregelen autist in een #stopwillemengel psychose  #GGZ ?,coronadebat nosjournaal lah coronacrisis coronavirus islam achterlijk geloof denhaag rotterdam amsterdam,2,0,0,0,0,0,0,0,0,0
1350,1.3088789909716705e+18,1.0,@ockjetellegen De mortaliteit van Corona is 02 %. Net zoals de griep. Heel vervelend voor jouw broer maar moet dan het bedrijfsleven kapot en iedereen gevangen worden gehouden door deze achterlijke maatregelen. En dan heb ik het niet over de geestelijke mishandeling van het  kabinet.,zetten betere wereld tomorrow rising halen geld educatie kansarme jongeren getroffen covid pandemie leest,2,4,1,1,1,1,1,1,0,2
1351,1.308721072766845e+18,1.0,Logisch toch. Puur gif. En Corona is gemuteerd tot zwak griepje. Stop de lockdown met zijn achterlijke maatregelen. https://t.co/mk8piEDekr,hemelsnaam soort achterlijke mongolen eigenbelang viruswaanzin rechter zaak coronamaatregelen via,4,1,1,3,0,1,1,1,1,1
1352,1.3087149091449446e+18,0.0,@CoronaAanval @claesbart @vlbelang Toejuichen hoe links een totalitair regime op poten zet terwijl het de democratie anaal verkracht Coronavirusbestrijder kan dat.,corona hoera versoepeling beroepen kortstondige contactendus hoeren voorlopig vluggertjes,1,4,2,0,2,0,1,1,0,1
1353,1.3087130080934502e+18,0.0,@wierdduk Ik begrijp niet waar je het over hebt. Ik heb bij Dennis nooit anders gezien. Covid stelt geen zak voor 02% ifr. HCQ Zink werkt prima. Marrokanen verkrachten vrouwen. En wij zijn bezig met het gebrek aan testen en gezond verstand... #NL,nationale veiligheid belangrijk uwat gaat mocro maffia nieuwe drugsoorlog komst dank corona,4,6,3,3,2,1,2,2,2,5
1354,1.3087108793541222e+18,2.0,Feesten in coronaregios met meer dan 50 man verplaatst naar andere delen van NederlandWe kunnen Rutte en de Jonge wel de schuld geven maar we doen het allemaal zelf.                    https://t.co/c6TufTtjO9,zwarten blanken allahoeren coronadebat,0,1,2,0,0,0,0,0,0,0
1355,1.3087208466099732e+18,1.0,@jimkorzelius @tatjanaalmuli @LykeleMuus @charbastiaens_ Je vergeet de artsen die de brandbrief schreven. Sws raar dat niemand van hen was uitgenodigd. Ze willen dat gewoon framen dat de zgn wappies tokkies en complotdenkers de dommerikken zijn. Echter voldoet het hele coronabeleid van onze regering aan complottheorie ❗❗❗❗❗❗❗❗,ethisch kader devisch bepaalde volgorde coronapatiënten sterven enige overheid wél tijd geregeld haddoe parlementaire onderzoekscommissiegeen verwijt its a dirty jobhij geroepen,0,0,0,0,0,0,0,0,0,0
1356,1.3088190199322378e+18,0.0,@GebroedersGrunn @hugodejonge Yeah een deugTrol!! Hier komen de pro Corona berichten pro (strengere) maatregelen berichten pro vaccin berichten bejaardemoordenaar berichten en wacht maar tot jij op de ic ligt berichten.. 😴 flikker toch op ..,per vlieg vreemden athene pik vreemden auto gaan hoeren pakken gatje tegenkomen afloop biertje willen gaan drinken meter elkaar gaan zitten onbegrijpelijk covid think,1,1,0,0,0,1,0,0,0,0
1357,1.3088207633114726e+18,0.0,@MalePinup @sredlums @WendySolar1971 Iedereen mag kanttekeningen hebben of het ergens niet mee eens zijn. Maar om dan zonder inachtneming van de coronaregels jezelf en anderen in gevaar te brengen dat kan echt niet. Dat soort mensen tokkies doelde ik op. Ik ben het ook niet overal mee eens....,kwam prostitutie opmerking landelijke politicus sector corona dag meekijken contact krijgen zien gaat genoeg partijen begrijp trut,4,3,2,1,0,0,1,2,1,2
1358,1.3088224221630177e+18,1.0,@sari32264489 @OlifaNT Een groot deel van de Nederlanders is debiel en snapt sowieso niet wat er speelt. Communicatie vanaf het begin een puinhoop dus nu denkt het halve land dat corona ofwel een hoax is ofwel niet overdraagbaar zonder symptomen. En ze willen geen maatregelen.,geliefde bm aanspreken nieuwe golf coronabesmettingen ontstaanmaar vaak nemen mensen zoals halsema nooit verantwoordelijkheiden straks blanken verwijten gekleurde medemens besmet geraakt,1,1,0,0,0,0,1,0,0,0
1359,1.3088228440554537e+18,0.0,@Runningsjaak @sredlums @WendySolar1971 Dat is de nuance waarnaar ik op zoek was. Maar ook de tokkies wil ik niet buitensluiten want alleen samen kunnen we Corona verslaan.,blanken anderskleurigen nemen deel protesten vb vlaamse bagger,1,5,3,0,2,5,1,3,4,0
1360,1.3088228444497306e+18,0.0,Natuurlijk ook hier is de manipulatie al jaren aan de gang. Wat is het percentage negers in NL🇳🇱 ?Precies geen 50% Waarom dan in elke reclame een allochtoon? Om ons murw te maken en ons verzet te breken. De #coronastaatsgreep gaat niet lukken! Steeds meer mensen hebben het door👍🏻,ziet nooit protesten voorbijkomen blanke mensen vermoord niemand vermoord,2,3,2,0,0,2,0,2,0,2
1361,1.308823256221315e+18,0.0,@Marcel73020493 Nog een paar maandjes #Corona en die #Pathé gaat dan toch failliet. komt nu al geen normale blanke meer in die coronazalen. #zwartepiet,feltkamp gaat beweren droegen mondkapjes rivm rutte werken mondkapjes echt meter aanhouden debiel zit rutte co onzin verkondigen,1,9,5,0,7,4,1,4,0,0
1362,1.3086859183085773e+18,2.0,Hoor dit net van mijn nicht uit Utrecht:Als iemand niest zeggen we geen “gezondheid” meer maar“Heb je corona?”🤣,fucking discrace viroloog begrip overtreden rivm richtlijnen nb burgermeester schande spreken,1,1,1,2,1,1,1,1,2,1
1363,1.3086898404987658e+18,1.0,@FleurAgemaPVV @hugodejonge Ja typisch onze klootzakjes bij het rivm en de regering. Al beweert de halve wereld dat het via de ene weg overgedragen kan worden zullen die overbeleerde mongolen in nederland het natuurlijk weer beter weten. Hier wordt dus willens en wetens met mensenlevens gespeeld. Bedankt.,sexueel correct blijven achterlijke doos potentieel mensen coronadood injaagt geeft exact mis land,4,6,1,1,2,3,1,3,3,2
1364,1.3086338500425605e+18,2.0,We weten de uitspraak na de crisis van Rutten en de Jong al  Wir haben das nicht gewusst....#coronadebat,hopelijk krijg corona fiona ga dood achterlijke kut tweets dom wijf,0,2,0,0,2,0,0,0,0,0
1365,1.3086415758541046e+18,1.0,@BKaarsgaren Geen verschillende meningen over corona. Wel over de achterlijke maatregelen.,halsema totaal wereldvreemd biertjes nodig anderhalvemeter totaal negeren groffe schoffering zorghelden politie schuld geven wist zoveel mensen komen totaal ongeschikt rasisme woest,5,9,6,2,4,5,1,4,1,1
1366,1.3086390904941076e+18,0.0,Rob Jetten het valse kreng van de 2de kamer.. Eerst wordt er schimmig gedaan over de inzet en de betalingen van de overheid aan influencers tijdens de Coronacrisis.En nu mensen niet meer in de pas lopen begin je met dreigen?Die voor je 🖕🏻🖕🏻#ikdoenietmeermee,linkse roepkever allemaal roepen bang vergeten zoten e hele demo sloeg nergens nl vermoorden politie zwarten ten e covid hoax hiermee,1,3,0,1,2,0,0,0,0,0
1367,1.3086641867932754e+18,0.0,@ramonopoly Het kan er natuurlijk mee te maken hebben dat juist zij overal opduikt als “hét gezicht” van deze actie en ze maar wat graag bij @Jinek_RTL aanschoof. En dat ze eerst duizenden euro’s cashte voor haar ‘steun’ aan het coronabeleid van het kabinet.Oh ja en omdat ze debiel is...,keiharde waarheid probleem mensen zoals links extremistisch sausje overheen gooien doden blanken goed gaan praten hoeveel protesten aziaat hispanic doodgeschoten nul racist,1,2,0,2,2,0,1,0,1,1
1368,1.3086679927675126e+18,0.0,@DianaPoel @kawoutert Ik hou me ook aan alle regels en ben net zon saaie doos als jij Diana. Werk huis en boodschappen .... en toch ben ik ziek geworden. Ik ga uit van een gewoon griepje en krijg daar vanavond vast de bevestiging van door een negatieve corona test.,spiegel laten inzien tweets echt nergens slaan snapt echt helemaal niks geeft protesten gingen politiegeweld zwarten nl ging gast spiegel pakken nee goed laten informeren,1,4,2,1,2,1,1,3,2,0
1369,1.3086740512301015e+18,0.0,@RTLnieuws  @RTLBoulevard  Ga je huiswerk gvd is doen!  de mensen die op de ic terecht zijn gekomen hebben niet eens corona of corona verschijnselen jullie zijn echt fucking debiel bezig! lekker rutte &amp; Co in de kont kruipen wat ik al eerder had vermeld!,idiote halsema gaf helaas ruimte twee weken lig racistische gedachten ic corona zorg medewerkers véél blanken verrotte leventje waken dag nacht blanke zwarte zwart ene piet lul,0,0,0,0,0,0,0,0,0,0
1370,1.304062427022209e+18,0.0,@omroepwest Corona-expert haha fucking mongool pleur op als die bij de efteling links afgaat komt die in het sprookjesbos terecht.,gaan tokkies opkijken binnekort grootouders aansteken corona grote aandachtsfeest gegaan,0,1,0,0,0,1,0,0,0,0
1371,1.3040625418663813e+18,2.0,@claar51 @JvanLeersum @Darricratie Overigens is testen van kinderen vast ook een soort van kolonialisme of white supremacy en dat is straks uit den boze. En dan?,obama zwarten vs regelmatig doodgeschoten politie ineens trump corona protest hele wereld gaan alsof vs doodschop geven never waste a good crisis,2,3,0,3,2,0,2,0,1,1
1372,1.3040629186869043e+18,0.0,Jochie links op de foto is een achterlijke familie touristen die langs alle hekkendoor de draaideur bij de corona aanmeldtafel de weg kwam vragen. Hoe bestaat dat?  Rai @GGDAmsterdam https://t.co/JIYjNwvfpZ,fan mensnen zeggem iedere blanke protest reageerd racist kom iedereen kam scheren sta rede protest manier waarop allemaal gebeurt corona,2,1,2,2,0,1,0,0,0,2
1373,1.3040710838391644e+18,0.0,@Jimzeel83 @ferdgrapperhaus 😂 Moet je die nazi nou horen. Mensen zoals jij zijn te achterlijk in te zien dat je er gewoon bij genomen wordt. De cijfers wijzer erop dat corona zelfs nog minder dodelijk is dan de griep.,heel goed coronamaatregelen afgeschaft tweede pinksterdag juno dank amsterdam groenlinks halsema oh dank achterlijke debielen dam,0,0,0,0,0,0,0,0,0,0
1374,1.304089046055035e+18,0.0,@ReitsLydia @Hans_Besemans Welke mongolen laten zich allemaal testen dan? En met welke reden,gaat gaat erom heel nederland neerleggen achterlijke besluiten slecht management overheid corona burgemeester onttrekt gedraagt zijnde macht staande mi landverraad,0,1,0,0,0,0,0,0,0,0
1375,1.3040950411289805e+18,0.0,@annstrikje @IkNet Het blijkt dat onder allochtoon corona rond hangt en veel jongeren dragen dit bij zich en van daar uit kan het opnieuw uitbreken.En winter komt er aan met kou wind en regen ideaal bodem voor uitbraak.Ik blijf zeggen dat regering wacht tot na december,begrijp uberhaupt dam demonstreren politiegeweld amerika zeker coronatijd goed morgen neem demonstratie moorden blanke boeren zuidafrika,0,1,1,0,0,0,0,0,0,0
1376,1.3040062981875753e+18,0.0,De voorzitter van de partij die de premier leverde om van België dé wereldwijde coronakneus te maken en wiens politieke nicht mondmaskers bij Turkse garagisten in Temse bestelde vindt dat hij de quarantaine regels aan zijn bottes mag vegen.Onvoorstelbaar.,bijna hopen covid linkse tokkies strot pakt,0,2,0,0,0,0,0,0,0,0
